나이,연봉,재산,예금,자동차배기량,자녀수,신청금액,신청기간월,학력점수,결혼점수,회사규모점수,대출분류점수,승인여부
43,131405373,109999736,34020249,2000,0,117385087,60,8,7,2,8,1
26,142032902,239608128,63210259,3000,3,88070268,120,6,4,7,5,1
54,84007099,337702218,177721698,1600,4,77695840,12,8,7,5,8,1
57,111112540,161814562,112091640,1000,0,40794969,36,6,7,4,5,1
41,131221646,39820803,116677974,2000,2,114541843,84,6,7,5,7,1
40,74377844,291717817,95612508,2500,1,147216616,120,6,7,5,5,1
56,60223663,473935084,109794926,0,1,116399542,12,6,4,4,4,1
64,141774192,242535992,39615946,2500,1,18499200,120,6,7,3,5,1
38,87037951,453054540,109373379,0,1,185243757,120,3,5,5,5,1
64,84643005,417511794,199434625,0,0,6070754,24,6,5,9,6,1
55,43194092,73706391,113209514,0,0,177586293,24,6,7,5,6,0
30,34060151,354084960,8880493,3500,0,154384298,36,3,7,4,8,0
47,129473892,217732762,159287128,1600,2,23828670,84,6,7,10,5,1
23,99837312,125123162,79295085,0,0,51130054,84,6,4,5,7,1
30,62357195,343469177,30735229,3500,1,73048601,48,6,4,10,5,1
30,44925708,371330359,172503961,2000,0,182508677,36,6,5,5,5,1
61,92214646,89948159,39594651,2500,1,196085611,60,6,7,10,8,1
38,95909507,457222341,184153477,0,0,21997812,84,10,7,9,4,1
22,46909168,375573621,88359298,0,0,82401766,48,8,5,4,6,0
46,130682747,466687749,148558166,1600,2,34109962,36,10,7,3,5,1
64,30954367,158536609,109399170,2000,2,59295129,36,6,5,5,5,0
61,66292101,469667507,51325360,2000,2,196308708,120,6,5,9,5,1
63,108449973,184258828,134218034,2000,1,196963091,60,8,5,9,5,1
46,55635647,26984880,191582510,2000,3,97066898,60,6,7,5,6,1
60,127597775,381484694,153927393,0,1,40712053,12,3,7,5,8,1
56,116182817,351754072,120803599,2000,0,111668625,24,6,7,5,5,1
24,122572969,298955496,198125621,1000,3,67533615,36,6,7,10,7,1
58,35483849,244946872,53065333,0,0,186122013,120,8,5,2,6,0
65,38271126,16082635,12468297,0,4,164551789,12,6,5,5,5,0
65,57241585,312298625,6426173,2000,1,65223929,48,3,5,5,4,0
51,87350031,208417307,142137575,2500,0,8570273,48,10,7,3,6,1
59,117242089,280104701,166046472,0,3,199619483,24,6,4,7,7,1
55,128749015,214660670,127020107,0,0,138252077,48,6,7,7,5,1
33,111563591,483028066,181005319,0,0,88016866,24,10,5,10,7,1
40,140717594,302054450,139595209,3000,1,61248866,48,3,5,5,7,1
58,116036656,374618165,74190929,2000,2,5862765,48,8,7,10,4,1
65,59814825,468173473,36251658,3500,0,35022084,36,6,7,3,7,1
38,54460566,295799661,184929495,2500,2,6144910,60,8,7,5,4,1
31,110505018,6031258,20719429,1000,2,121528963,36,10,5,5,8,1
33,45073173,17145839,108597680,0,0,134351937,12,6,7,7,5,0
37,32052925,351169217,62801585,1600,2,154525247,60,3,7,7,4,0
45,89188973,139542568,54283001,0,4,41464874,36,3,7,4,5,1
40,126813404,289689863,129166970,0,4,23714319,60,6,5,7,7,1
29,33179379,101138590,46247387,0,0,131839525,60,8,5,3,4,0
52,122945872,135124437,183273021,2000,2,102479353,60,6,7,7,5,1
42,125504360,252320527,81208781,1600,2,175758750,48,6,5,4,7,1
38,82695620,487784731,135475069,1000,3,108986874,60,8,7,4,5,1
44,27450340,308135244,145551143,1600,0,91740137,48,3,5,5,6,0
58,42696680,468074052,136588338,0,0,100165421,84,8,5,2,6,1
37,111965415,479689927,180680048,2000,0,157552735,60,6,4,5,4,1
27,112531132,104054998,46226172,2000,1,8569513,48,3,5,9,5,1
29,136786185,155596801,17210908,0,0,184051231,60,3,5,7,5,1
46,95749199,384996140,11093139,2000,2,144266863,12,2,5,5,4,0
39,36133957,433382001,175568830,1600,0,177631499,36,6,4,10,6,1
46,35783937,259613372,194657409,0,2,192121803,84,6,7,4,6,1
33,113747206,496613033,60505308,0,0,49070719,60,6,4,4,7,1
36,43892006,5786099,138702784,3500,1,117776454,12,8,7,5,5,0
47,62690114,149796327,1782556,0,1,99778526,36,6,7,3,6,0
62,83337560,311580876,37726302,1600,2,109835725,24,8,7,9,6,1
47,23219434,234644955,137854876,2500,1,14221390,84,6,7,3,5,1
53,52346473,58301483,13177427,1000,1,183227226,84,3,7,7,8,0
31,73025649,183893542,93702009,0,0,191163415,60,6,7,5,5,0
37,56352721,12723571,132516652,2500,0,138599240,24,6,7,5,6,0
28,37728142,321373023,153191634,1000,1,55364139,36,10,7,7,8,1
38,114641593,446371271,90763182,2000,0,158505253,36,3,5,5,5,1
44,125709195,442437061,126056807,2000,0,147515064,60,8,7,7,5,1
47,53472266,349772236,107915125,2000,0,117045107,12,6,7,2,7,1
42,120674534,232885097,10461154,3500,2,38196701,60,8,7,3,8,1
43,70121963,256015809,148560937,2500,1,44229885,12,3,4,9,5,1
28,85869152,68459411,34472383,2000,0,119933962,120,2,7,9,6,1
35,131280139,170508546,6361106,2500,0,30120834,60,3,5,4,6,1
36,117493978,93864037,90233583,3000,1,146166280,12,8,7,7,5,1
28,124665190,410600101,173127517,3500,1,46457016,48,6,7,3,6,1
30,37789871,457376950,30165887,2000,2,182543563,12,6,4,10,8,1
29,29063525,268461630,2571506,0,3,180446401,12,6,7,10,7,0
44,136142614,363882020,21995847,2000,1,62252753,36,8,5,10,6,1
50,70418455,60732385,72731822,0,2,21260434,24,6,5,10,5,0
39,57424358,304267321,116034373,1000,2,124226081,60,8,5,3,8,0
52,114210513,351395510,38602426,0,1,92440822,36,6,5,9,4,1
51,128734027,226384064,160392801,3000,0,33023235,24,2,7,7,6,1
60,132123650,121636542,150659424,1000,1,108638887,36,6,5,10,5,1
56,61079628,438687260,139172723,2000,1,198581227,84,3,5,7,5,1
39,130787610,371454359,97493961,1600,1,18451668,36,6,7,4,5,1
63,25321412,449928640,73043391,0,0,56459600,60,3,7,5,7,1
60,26455993,409201323,75117324,1600,2,110029785,84,6,5,2,7,0
38,101057495,495187214,100614106,2000,2,159705450,48,6,7,10,5,1
35,28203827,96086366,15462937,2500,1,8658418,36,10,5,2,7,0
52,62199191,43373883,136461092,0,0,147888201,60,8,7,10,7,1
45,107458278,168501395,70301508,0,2,32277290,12,3,7,5,6,1
56,63844696,64502087,44951755,2000,4,166982498,24,6,4,7,7,0
65,43347971,261565056,55665414,0,2,139974326,120,6,5,5,7,1
55,56575580,316514452,36058857,0,0,94019714,60,6,5,10,7,1
24,79484793,289144307,180313617,0,1,165208738,48,3,7,9,4,1
58,81800161,129620067,33807503,2000,3,147944493,120,8,5,10,6,1
64,121790030,454412015,176585223,0,2,153040880,60,2,7,5,8,1
61,117519919,10586181,114448679,1600,0,61564378,60,6,5,10,7,1
47,79386314,174006676,173490191,3500,2,125786676,12,6,7,5,7,1
44,129936755,359496237,94812843,2000,1,32515680,24,6,4,10,4,1
65,34850828,383464463,185526743,1000,1,165067848,120,10,4,2,8,1
60,53195935,208059272,42298148,1600,1,107714713,84,3,7,10,6,0
36,127636940,8454906,110938350,0,2,165852311,24,6,5,5,7,1
25,69139225,309021839,25167738,0,0,46175591,48,10,7,5,5,1
50,147553602,31547340,89444057,0,1,30416595,84,6,7,4,5,1
43,80612926,53927888,113980739,1000,2,139348910,84,6,4,10,6,1
46,122951630,325125359,121135044,1600,2,16387517,24,3,4,3,5,1
34,72299915,156244163,73105759,3000,0,52577259,12,8,4,5,5,0
39,75243957,174015076,15267128,3000,1,182199161,48,6,4,5,8,0
54,69774809,243403538,131065214,0,0,30887803,12,2,7,7,6,1
37,113479830,489289197,97686372,2000,1,78233398,12,10,7,5,5,1
63,91177324,482721110,27375773,0,0,189388664,84,8,4,5,7,1
65,142691154,208130499,187175193,2000,0,8900627,60,6,7,7,8,1
23,52615741,132749608,191133732,0,1,91836447,60,8,7,7,6,1
56,33073155,151296076,171321255,3000,3,158359548,60,3,4,3,6,0
63,71123993,134390649,168773660,2500,3,182251179,84,6,7,10,7,1
55,100172651,266122903,19734255,0,1,148437498,120,3,5,7,8,1
51,131903861,303429903,198684021,2000,1,178236387,36,6,5,5,5,1
34,65005595,244389694,80076135,2000,0,11701805,12,8,5,7,8,1
34,104992277,203997181,32624223,1600,0,24475854,24,10,7,5,4,1
39,65525828,105642518,162420345,2000,2,148856683,48,8,7,5,8,1
53,100238545,241252795,45146153,2000,2,151899009,36,8,7,7,7,1
53,135025033,170551356,105235064,2500,3,123027931,60,10,7,5,6,1
56,50076493,270797731,25603213,2000,3,147403918,84,10,4,7,6,1
60,72551413,337594707,94929144,1600,3,172320358,120,6,5,5,6,1
50,149124475,316656087,111628298,2500,0,111369089,36,3,4,2,5,1
50,132912413,231245105,89184791,3500,4,189728250,84,6,5,5,7,1
65,93403181,278026212,13897364,1000,1,140376341,36,6,7,4,5,0
37,87161586,142428065,96987806,0,3,97036506,12,6,7,4,8,0
65,56998049,12120129,93788568,2000,1,87196034,12,2,7,3,5,0
31,87237225,312509727,52324055,3500,1,151282525,84,10,7,3,5,1
51,130263594,126284279,184320319,0,0,127941497,24,6,5,10,4,1
46,109072686,334476855,83558466,1600,0,164401456,48,3,7,5,5,1
60,57705723,373504249,172823159,0,2,157292321,48,6,5,9,5,1
41,46190309,457963873,21932765,2000,3,107219525,60,6,7,5,5,1
26,54477109,479061397,63775456,3000,0,189411849,24,6,7,10,7,1
22,42068696,5263023,35266170,1600,0,142330167,48,10,7,7,7,0
51,32433290,495187104,81682157,1600,0,44163719,120,6,7,7,6,1
24,74487702,341509159,22327337,3000,0,125604998,36,6,4,9,5,0
35,34728948,321762080,88206961,0,0,44353545,36,6,7,5,6,0
51,42348632,7606547,70774148,2500,0,113975612,48,6,5,4,7,0
25,91152208,430616705,44663009,1000,0,159037218,36,10,7,5,5,1
39,41397905,72745723,128435882,1600,3,163438541,84,8,7,10,8,0
58,28304369,418665076,190182297,1600,3,131910878,36,3,7,10,7,1
46,61260550,7781273,41422694,2000,0,157744703,84,10,7,5,8,1
22,48641482,322982131,142358167,3000,4,97085951,60,6,7,7,4,1
36,86989674,217400766,148476177,3500,0,112377889,36,8,4,10,7,1
30,33307720,100383364,99624103,2500,2,176523360,84,3,4,7,5,0
36,117730202,53780695,179533669,0,2,101150726,48,8,4,3,5,1
45,137810357,220063848,193278013,1000,0,73431172,12,3,7,10,5,1
25,116646572,61652902,72449290,1600,0,160413551,36,6,4,5,8,1
33,89267514,243223305,130206659,3000,4,14842371,48,6,5,3,5,1
58,131886816,312608529,132442523,1600,0,191879618,36,6,7,7,7,1
58,110339389,413692096,80727105,3500,0,71312712,120,10,5,5,5,1
64,21371645,339324718,63358214,3500,4,127775151,24,3,7,9,6,0
27,71231719,32599883,186748839,1600,0,138663774,84,10,5,4,5,1
60,130623746,153716266,157996309,2500,1,31730242,60,6,7,3,5,1
45,64961651,143989303,22892913,3500,3,165457748,120,8,5,7,7,1
32,24577972,457516211,23976814,2500,3,116562026,12,8,7,2,8,0
34,117003353,433891022,184508553,2000,4,68946080,84,6,7,10,7,1
55,124264975,185073959,16281953,2500,1,170883745,36,6,5,2,5,0
46,40877180,35577627,137684269,0,0,126890673,48,6,7,9,6,0
28,89854264,447053658,45351649,2000,2,158226743,12,8,4,5,5,1
25,44954207,444094976,7037068,0,2,198500406,36,2,7,5,7,0
29,113500474,427373066,11927509,0,1,30403899,24,3,7,3,4,1
41,55301559,422540818,74704420,2500,3,151171314,48,6,7,5,7,1
50,61107965,240127000,15517690,2000,3,152745846,60,8,4,5,5,0
31,129846210,88715826,119327839,0,2,175564484,36,6,7,9,5,1
64,81921905,238744025,129450902,1000,0,84572763,48,10,7,10,5,1
55,107068078,247298885,74693714,3500,0,174582006,120,3,4,9,6,1
47,72308496,244965876,148575615,2500,1,129777231,36,6,5,3,4,1
62,58740891,269386293,98008504,0,0,18410573,60,8,5,3,6,1
24,101312147,128828511,86045700,3500,0,11145766,24,6,7,10,5,1
27,40131484,183120590,81397617,1000,2,98889655,84,8,5,7,7,1
26,68489978,217093295,86221297,2000,2,158237254,60,3,7,9,8,1
26,47174814,65560604,193577529,2000,2,79925147,120,6,5,10,5,1
44,110453345,227682067,136281412,3000,0,171107269,60,8,7,4,8,1
30,142747148,405234808,63041969,2500,0,100963793,60,6,4,3,8,1
56,149416425,414029771,146771974,0,0,10126252,84,3,5,7,7,1
41,78535985,205781885,66053477,2000,2,194864686,12,2,5,4,7,0
63,52828950,259404156,25142981,1000,1,100474294,48,10,5,10,7,1
56,77567818,16825166,95072071,1600,1,131776515,36,10,7,5,6,0
39,130145023,337216278,150204771,1600,0,43861397,84,2,7,5,5,1
38,46780738,202302941,75531982,1000,0,62979479,24,6,7,4,5,0
45,143772434,222738841,173834828,1600,3,99435476,36,6,5,9,7,1
24,64442549,436836363,77390540,0,0,171956894,12,3,7,10,5,0
53,148154475,230917217,69967805,2000,2,24881073,24,10,5,5,6,1
56,129019155,10596123,199648782,2000,0,157166240,12,8,7,5,4,1
59,125114169,113745445,96494404,1600,0,117973403,36,6,5,5,5,1
34,61327607,237810307,161044241,3500,0,102434728,24,10,7,5,5,1
46,21141037,212198146,160997611,0,3,175934642,120,6,7,9,7,1
30,69677278,430185068,185273867,1600,0,28033425,84,3,5,2,8,1
25,59235218,271068754,16979010,1600,3,198197058,36,6,5,10,6,1
35,24861608,344817870,54244055,0,2,171653521,48,3,7,3,7,0
58,85697483,234661648,153549618,0,2,68518701,12,6,7,4,4,0
55,72394070,219827867,112520298,3000,1,93057408,48,6,4,2,5,1
32,102492340,223143334,111922988,1600,3,9875645,120,8,5,10,5,1
62,100754221,205460784,33243060,1600,1,107882974,120,6,5,3,5,0
24,35697062,269291692,56230602,1600,1,111805316,48,8,5,9,5,0
49,147005520,125221700,104266817,2500,1,185682267,36,6,5,9,5,1
50,44301085,445527596,55436272,1000,0,80645506,120,2,5,5,5,0
30,77885623,166542774,42056558,2500,0,116270500,36,8,5,5,7,0
24,83455280,73761917,17551211,1000,3,149420382,60,2,7,4,7,0
46,125698163,48275239,31145202,1600,2,123660705,60,6,7,5,7,1
55,32899847,6711457,153773552,0,1,35453906,24,3,7,5,6,0
33,75723756,211428039,143755836,2500,1,38503975,36,6,7,5,7,1
63,101705282,93805494,9166736,2000,2,31976202,12,3,7,5,4,0
30,47970230,10823951,40656817,1600,1,47457147,36,6,7,5,5,0
36,101570826,260009773,112091069,0,1,69024305,36,6,7,10,7,1
61,140076428,339989274,64525568,1600,1,149235142,84,6,7,7,7,1
46,149677357,42875525,164649920,0,0,16880532,48,10,4,5,8,1
26,24218639,230460386,156997861,1600,0,164986767,48,6,4,7,4,0
32,50626469,371814339,178316111,2500,4,56180169,120,2,7,3,5,1
55,60339925,492903410,112586246,2000,4,124617619,60,6,7,5,4,1
45,71886393,333595172,70415295,0,1,112789829,84,6,7,3,5,1
36,51493430,122419775,121212939,3500,1,35034336,24,6,5,10,5,1
59,46453439,358276819,17827335,3000,2,61022947,24,8,7,3,5,1
29,144091999,298964713,1917203,1600,2,62704581,36,8,7,2,4,1
26,139407808,105899644,3418704,1600,0,126646917,84,8,7,5,5,1
47,26109025,425555412,81508587,3000,1,158757596,12,6,5,7,8,0
39,64045692,213702213,45615518,2000,0,199276279,48,3,5,4,5,0
27,72669311,480988827,31467541,1600,4,23699960,12,6,7,4,7,1
58,51071889,361450503,123065203,2000,2,188040024,84,6,7,10,5,1
34,101753476,322281577,199019008,0,0,114497587,48,2,5,9,7,1
49,103249497,364176418,35550640,2500,3,74569723,84,10,7,5,7,1
26,130565549,239048509,109284284,1600,3,60492081,84,6,5,3,5,1
34,116313004,252613238,23945502,2000,0,45762899,36,8,7,5,5,1
38,90534532,425603692,186847288,0,2,113629554,24,6,7,7,6,1
61,104966280,340464268,58351033,1000,2,189473302,84,3,5,10,8,1
53,55618541,448621662,175667964,1600,2,40520401,36,6,7,7,5,1
50,97097304,445413376,56615287,1600,2,90052574,48,6,5,2,5,1
24,83599543,488245017,161210496,2000,1,44750385,84,8,7,4,6,1
61,37334780,350107329,41876266,0,4,39247923,24,6,5,3,5,0
55,51530755,251150858,58557886,0,1,174014661,12,10,7,2,8,0
61,57920148,83155850,38495073,1600,0,56082696,12,6,5,10,5,0
48,140160243,352690279,52851975,2000,0,53354507,60,6,7,7,4,1
34,49950263,145788858,166973151,0,0,182409496,120,6,7,9,8,1
54,57601707,141473784,127806499,0,1,80277855,12,8,5,5,5,0
27,68016036,119143888,81175933,3000,0,6699751,60,6,5,4,6,1
45,106286556,437561028,194304205,0,3,145631202,24,8,5,5,7,1
40,35370991,433982223,92972305,2500,3,105817341,36,6,5,3,5,0
37,144012877,315485222,193951994,1000,2,155955622,84,6,7,5,5,1
61,132524258,236490490,39317384,2000,3,116207440,84,6,7,3,6,1
49,95038089,336057230,180927685,0,0,73497104,120,6,5,2,7,1
54,107624922,303614725,2764440,2500,1,17980036,36,8,7,4,5,1
62,22165861,207867124,109060640,0,0,173857641,84,6,4,5,5,0
34,64062820,189815433,84610478,1000,0,45381507,24,6,4,5,7,0
64,123435829,191397154,105017569,0,3,194412857,84,6,5,7,7,1
46,30072786,294566701,110688966,2500,2,52937874,120,6,5,4,7,1
63,56700798,323834678,77806270,2500,0,166271942,84,8,7,10,8,1
57,96088587,225870876,199639569,1000,0,158805900,24,8,5,2,7,0
48,53333693,484345725,195301438,1000,1,95235691,48,8,5,4,5,1
59,141417136,41922859,192349075,2000,0,83332253,12,6,5,2,7,1
28,37037622,173523512,195817009,2500,0,142135640,12,6,5,7,5,0
26,123661266,209537341,158602479,2000,2,108067739,12,8,7,9,4,1
64,86033329,8460671,197718095,3000,3,128231840,60,3,7,4,5,1
52,117543000,182478593,178472045,1000,3,96692014,12,8,5,3,5,1
44,60392992,136854958,83186527,0,1,113645152,84,8,7,7,7,1
63,86883648,253018135,156955421,0,0,41884257,84,8,7,5,4,1
31,131388595,168205273,182413569,2000,3,15802289,48,3,7,5,5,1
53,80694152,363091067,142521214,1600,2,74405124,36,2,4,5,7,1
64,66763582,254966247,84556468,0,1,95843080,120,8,4,7,4,1
51,89700200,64881116,13158048,0,2,181675773,36,8,7,9,6,0
60,113257157,375030662,161939387,1600,1,85718205,84,3,7,10,6,1
52,77663234,49614448,190548574,0,0,89614156,60,6,5,7,4,1
39,142054006,419524584,72492652,0,3,136592124,48,3,7,5,6,1
57,58342957,465711097,30381210,3000,1,45323307,24,6,7,9,5,1
23,81810268,161222645,65300767,1000,2,174969723,84,6,7,5,5,0
35,118400595,463071316,116524471,0,1,88389991,36,10,5,5,8,1
34,109585741,396504079,63385800,2000,0,186503463,120,6,5,5,5,1
50,132273336,461217805,122123746,2500,0,57897335,48,6,7,3,7,1
33,149585193,333135068,193370446,2000,0,95790515,120,6,7,10,6,1
60,75491582,117822019,134146898,0,0,156741431,120,6,4,10,8,1
23,34449614,447261618,72531873,2500,0,113405725,24,10,5,10,5,1
53,23954064,92132538,187150594,1600,1,133942871,120,8,4,5,8,0
34,114493997,106530275,113127053,1000,4,59735779,60,6,5,5,4,1
48,133621777,135531495,25674479,2000,2,69049542,84,6,4,4,5,1
62,48692636,152123155,99796201,2000,0,103984630,12,6,7,3,7,0
38,40598244,257239821,130727288,1600,2,44483569,84,6,5,7,8,1
61,28086661,356728680,167650873,3000,1,29629703,48,6,5,7,5,1
52,126951379,463104087,187295357,2000,2,169541467,84,6,5,7,6,1
55,60479652,44218793,63483226,2500,0,156096597,36,8,4,10,8,0
45,72220596,477184681,31102472,1600,1,186751104,60,3,7,7,5,0
56,85357524,460661483,14765728,1000,3,119377602,84,6,7,4,7,1
27,129128920,26999646,147670920,1600,1,86951730,48,8,5,5,7,1
40,104608318,180160568,159031650,0,0,25089098,60,10,4,3,5,1
51,99958401,406571695,81874625,0,0,170841155,24,2,5,5,7,0
28,42837372,305788272,79185081,2000,0,93970543,48,8,5,7,5,0
31,86714685,389546971,190847406,2000,2,114421096,84,6,5,5,5,1
62,112999532,359516669,183336265,0,3,66137049,84,6,7,5,7,1
53,146523914,248385056,46653180,1600,2,107155223,12,10,5,9,7,1
55,46182820,20609022,156161529,0,2,157441700,24,10,7,3,8,0
49,21240635,292134101,124540079,2500,2,143890651,12,6,5,5,7,1
36,29789186,24283326,30844547,0,0,197839915,60,6,7,4,5,0
51,68860820,301863358,71354209,2000,0,101651548,120,6,7,7,8,1
58,126670804,400205431,35494588,2000,1,108291447,12,10,5,4,6,1
50,20928470,292495874,59031207,1600,0,15281574,24,6,5,9,4,0
43,79374977,498510902,123060235,0,2,80929647,24,8,7,4,6,1
25,62799979,227933250,75053094,1600,0,184810342,24,2,5,5,6,0
41,26822622,374413731,78811903,2500,1,73342859,84,8,5,4,5,1
53,78530717,333606645,107929458,2000,1,154391807,60,6,7,9,5,1
57,53117331,495715845,17444827,2000,1,195631885,36,6,5,10,5,1
25,65745028,356609502,147759457,2000,2,29735479,60,3,7,5,7,1
48,111729989,82015365,80341906,0,3,70128646,24,8,5,5,5,1
38,87801627,477758853,96079417,0,0,97502967,60,6,5,7,5,1
33,36204165,333888613,194859945,2500,2,51288123,120,6,7,5,5,1
43,144983890,29669115,68873377,2500,0,7425091,48,6,5,5,8,1
38,102668399,328784152,129643787,2000,0,96377807,120,3,7,7,5,1
31,119562895,441559703,78500863,2000,0,109640154,120,2,7,5,5,1
22,30297709,288520930,178856543,1000,1,126959718,48,8,5,4,6,0
43,26117589,177009819,169351253,0,1,166306943,36,6,7,10,8,1
47,22528246,410454817,48324854,2000,0,54343296,120,10,4,2,5,1
39,44543223,391256004,138349142,3000,1,16902033,60,8,7,7,5,1
35,73873091,272091077,13034399,1600,0,22517801,120,8,5,4,5,1
50,141657397,77180884,192637077,1000,2,101994851,120,8,7,7,5,1
33,79417755,125493242,69798021,0,2,184836113,84,8,5,5,6,1
57,57733163,369241986,166368554,0,2,196531109,120,6,5,5,5,1
56,93051582,403041082,63686273,1600,1,44985001,60,6,7,4,5,1
33,34551495,139632639,126554148,3500,2,34633640,48,8,5,3,6,1
28,99235765,183992538,196718158,2500,0,73927002,24,3,5,3,6,1
50,93896154,38815942,175349972,2500,0,95458485,12,3,7,5,5,0
32,122959094,356730974,32073181,2000,2,162572730,24,6,4,10,5,1
54,148269389,1788772,109497686,1600,2,156048330,36,6,5,5,7,1
27,52613551,23270760,69706356,3500,3,184919888,12,6,5,5,4,0
36,86255338,2172033,86867770,1600,4,172329644,24,6,7,7,8,0
53,138152502,322659791,67036625,3000,2,90564532,60,6,7,10,6,1
32,122074684,208693563,67191849,2000,4,8709452,84,6,7,5,8,1
44,83362819,148773380,108510648,1000,2,51134962,120,10,4,7,7,1
47,142898314,456350505,38392801,1600,0,123960614,60,8,5,5,4,1
55,27440770,96401397,107479085,1000,0,102791403,48,6,5,3,6,0
55,141029820,194684005,55793087,0,2,51831245,60,6,5,5,8,1
50,26565961,470155900,57796580,1000,0,30661850,60,8,7,2,8,1
25,91149616,213553281,147749605,2500,0,47122366,36,8,5,7,8,1
38,135757323,277346842,5918720,2000,1,55650258,120,6,7,7,6,1
56,54153722,40168433,76189152,0,0,174121678,84,10,4,4,5,0
34,81392304,395083193,81506876,1000,1,143501078,12,8,5,9,6,1
62,62162754,211379388,97022027,2000,2,112704829,24,10,4,4,8,0
60,143778709,400257562,133802204,1600,2,9083499,24,3,5,4,5,1
36,127073927,126898821,73937356,1600,1,165133290,36,3,7,3,5,0
50,112170196,211239375,42627420,2000,1,112730408,12,6,7,4,4,0
50,96391508,393274468,176974568,1600,0,127331384,120,3,7,3,5,1
32,126676932,486938883,196207725,0,3,17801103,60,3,7,9,6,1
53,70994715,29812762,4002938,1600,0,163895759,84,3,7,10,5,0
23,78181741,406228088,109293370,1000,1,167245481,120,8,4,9,5,1
